Journal	JournalFullName	ISSN	eISSN	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
J CULT ECON-UK	JOURNAL OF CULTURAL ECONOMY	1753-0350	1753-0369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.944	1.418	1.329	1.959	6.613	1.9	1.9
OPER MANAGE RES	OPERATIONS MANAGEMENT RESEARCH	1936-9735	1936-9743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.524	4.727	2.0	2.706	7.032	9.0	9.0
SLAVIC REV	SLAVIC REVIEW	0037-6779	2325-7784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.811	0.733	0.652	0.662	0.343	0.9	0.9
J LAW SOC	JOURNAL OF LAW AND SOCIETY	0263-323X	1467-6478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.796	0.714	1.086	0.781	1.029	1.431	1.3	1.3
SOC JUSTICE RES	SOCIAL JUSTICE RESEARCH	0885-7466	1573-6725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.796	0.826	1.243	0.969	1.444	1.7	2.3	2.3
EUR J FINANC	EUROPEAN JOURNAL OF FINANCE	1351-847X	1466-4364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.795	0.848	1.124	1.217	1.809	1.903	2.5	2.5
FINANC ANAL J	FINANCIAL ANALYSTS JOURNAL	0015-198X	1938-3312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.795	1.413	1.816	1.682	2.667	2.345	2.8	2.8
INT J IND ORGAN	INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION	0167-7187	1873-7986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.795	0.743	0.96	1.113	1.761	1.739	1.5	1.5
J I ECON	JOURNAL OF INSTITUTIONAL ECONOMICS	1744-1374	1744-1382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.794	2.139	1.411	1.827	2.05	2.029	2.2	2.2
CLIN SOC WORK J	CLINICAL SOCIAL WORK JOURNAL	0091-1674	1573-3343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.793	0.807	0.436	0.836	1.787	2.591	2.8	2.8
LANG COMMUN	LANGUAGE & COMMUNICATION	0271-5309	1873-3395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.793	1.051	1.292	1.242	1.765	1.89	1.5	1.5
CONSERV SOC	CONSERVATION & SOCIETY	0972-4923	0975-3133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.792	1.652	1.795	1.904	3.203	2.492	1.6	1.6
EUR EARLY CHILD EDUC	EUROPEAN EARLY CHILDHOOD EDUCATION RESEARCH JOURNAL	1350-293X	1752-1807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.792	1.09	1.215	1.075	1.275	1.752	2.3	2.3
IND INNOV	INDUSTRY AND INNOVATION	1366-2716	1469-8390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.791	1.338	3.157	3.351	3.424	3.819	3.9	3.9
INT POLITICS	INTERNATIONAL POLITICS	1384-5748	1740-3898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.791	0.859	0.693	0.619	0.874	1.164	1.4	1.4
J MACROECON	JOURNAL OF MACROECONOMICS	0164-0704	1873-152X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.791	0.686	0.91	0.952	1.746	1.556	1.4	1.4
GER POLIT	GERMAN POLITICS	0964-4008	1743-8993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.789	1.211	1.464	0.902	2.159	1.322	1.4	1.4
REV PSICOL DEPORTE	REVISTA DE PSICOLOGIA DEL DEPORTE	1132-239X	1988-5636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.789	0.922	0.647	0.677	1.172	0.936	1.0	1.0
EURASIAN GEOGR ECON	EURASIAN GEOGRAPHY AND ECONOMICS	1538-7216	1938-2863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.788	1.104	2.088	1.193	2.267	3.778	3.8	3.8
INQUIRY	INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY	0020-174X	1502-3923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.788	0.597	0.827	0.938	1.87	1.462	1.3	1.3
PUBLIC CHOICE	PUBLIC CHOICE	0048-5829	1573-7101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.788	1.064	0.97	1.035	2.019	1.78	1.6	1.6
ANTHROPOLOGIE	ANTHROPOLOGIE	0003-5521	1873-5827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.787	0.481	0.37	0.536	0.465	0.774	0.5	0.5
AUST SOC WORK	AUSTRALIAN SOCIAL WORK	0312-407X	1447-0748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.787	0.867	1.22	1.4	1.915	2.579	1.8	1.8
INT J CONFL MANAGE	INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT	1044-4068	1758-8545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.786	1.0	1.196	1.806	2.547	2.551	3.3	3.3
J INT DEV	JOURNAL OF INTERNATIONAL DEVELOPMENT	0954-1748	1099-1328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.786	0.863	1.027	1.225	1.821	1.537	1.4	1.4
ASIA PAC J EDUC	ASIA PACIFIC JOURNAL OF EDUCATION	0218-8791	1742-6855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.785	0.696	1.071	0.733	1.057	1.478	1.7	1.7
INT STUD PERSPECT	INTERNATIONAL STUDIES PERSPECTIVES	1528-3577	1528-3585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.785	1.034	1.471	0.907	2.5	2.667	2.4	2.4
HARVARD J LAW PUBL P	HARVARD JOURNAL OF LAW AND PUBLIC POLICY	0193-4872	0193-4872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.783	1.098	0.646	0.635	0.887	0.667	0.6	0.6
BIODEMOGR SOC BIOL	BIODEMOGRAPHY AND SOCIAL BIOLOGY	1948-5565	1948-5573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.781	1.297	1.372	1.2	0.711	1.222	1.3	1.3
RES TRANSP ECON	RESEARCH IN TRANSPORTATION ECONOMICS	0739-8859	1875-7979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.781	0.992	1.798	1.896	2.627	2.904	3.8	3.8
Z ERZIEHWISS	ZEITSCHRIFT FUR ERZIEHUNGSWISSENSCHAFT	1434-663X	1862-5215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.781	0.648	0.673	0.844	0.828	1.165	1.4	1.4
CIENC SAUDE COLETIVA	CIENCIA & SAUDE COLETIVA	1413-8123	1678-4561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.757	1.008	1.019	1.336	1.917	1.7	1.7
GEOGRAPHY	GEOGRAPHY	0016-7487	2043-6564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.854	1.316	0.575	0.5	1.088	1.4	1.4
WORK	WORK-A JOURNAL OF PREVENTION ASSESSMENT & REHABILITATION	1051-9815	1875-9270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.779	0.902	1.009	1.132	1.505	1.803	2.3	2.3
EUR BUS ORGAN LAW RE	EUROPEAN BUSINESS ORGANIZATION LAW REVIEW	1566-7529	1741-6205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.773	0.723	0.673	0.431	1.661	1.79	2.1	2.1
CARTOGR J	CARTOGRAPHIC JOURNAL	0008-7041	1743-2774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772	0.814	1.276	0.571	1.311	1.366	1.0	1.0
J HIST GEOGR	JOURNAL OF HISTORICAL GEOGRAPHY	0305-7488	1095-8614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772	0.833	0.882	1.343	1.571	1.031	1.0	1.0
ECON SOC REV	ECONOMIC AND SOCIAL REVIEW	0012-9984	0012-9984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.771	0.537	0.537	0.705	0.792	0.72	0.9	0.9
SCI CULT-UK	SCIENCE AS CULTURE	0950-5431	1470-1189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.771	1.196	1.4	1.705	2.167	2.5	2.6	2.6
SOC LEGAL STUD	SOCIAL & LEGAL STUDIES	0964-6639	1461-7390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.771	1.25	1.19	1.224	1.806	1.79	1.6	1.6
TER PSICOL	TERAPIA PSICOLOGICA	0718-4808	0718-4808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.771	1.047	0.6	0.5	0.69	1.458	0.8	0.8
CHINA WORLD ECON	CHINA & WORLD ECONOMY	1671-2234	1749-124X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.946	1.052	1.865	2.357	2.451	3.1	3.1
J SUBST USE	JOURNAL OF SUBSTANCE USE	1465-9891	1475-9942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.719	0.815	0.723	1.0	0.895	0.8	0.8
J SUBST USE	JOURNAL OF SUBSTANCE USE	1465-9891	1475-9942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.719	0.815	0.723	1.0	0.895	0.8	0.8
IDENTITIES-GLOB STUD	IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER	1070-289X	1547-3384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769	0.92	1.037	0.679	1.333	1.583	1.7	1.7
INTERCULT PRAGMAT	INTERCULTURAL PRAGMATICS	1612-295X	1613-365X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769	1.125	1.188	1.158	0.875	1.923	1.1	1.1
INT J PSYCHOANAL	INTERNATIONAL JOURNAL OF PSYCHOANALYSIS	0020-7578	1745-8315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.768	0.752	0.444	0.48	0.704	0.929	1.2	1.2
SCAND J EDUC RES	SCANDINAVIAN JOURNAL OF EDUCATIONAL RESEARCH	0031-3831	1470-1170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.768	1.167	1.432	1.552	1.829	1.75	1.9	1.9
COMMUN CRIT-CULT STU	COMMUNICATION AND CRITICAL-CULTURAL STUDIES	1479-1420	1479-4233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.767	0.472	0.953	1.058	2.653	2.426	1.9	1.9
INT INTERACT	INTERNATIONAL INTERACTIONS	0305-0629	1547-7444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.767	0.843	1.419	1.247	1.372	1.226	1.3	1.3
J AFR HIST	JOURNAL OF AFRICAN HISTORY	0021-8537	1469-5138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.767	0.718	0.641	0.658	0.647	0.848	1.1	1.1
J HUM DEV CAPABIL	JOURNAL OF HUMAN DEVELOPMENT AND CAPABILITIES	1945-2829	1945-2837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.766	0.758	1.516	1.2	1.843	2.094	1.5	1.5
ETHICS BEHAV	ETHICS & BEHAVIOR	1050-8422	1532-7019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.762	0.942	0.938	1.12	2.086	2.148	2.0	2.0
FINANC RES LETT	FINANCE RESEARCH LETTERS	1544-6123	1544-6131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.762	1.085	1.709	3.527	5.596	9.848	10.4	10.4
J ADULT DEV	JOURNAL OF ADULT DEVELOPMENT	1068-0667	1573-3440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.762	0.659	0.608	0.741	1.909	1.9	2.2	2.2
BALT J MANAG	BALTIC JOURNAL OF MANAGEMENT	1746-5265	1746-5273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.761	1.149	1.469	1.719	2.897	2.753	3.1	3.1
J ORGAN CHANGE MANAG	JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT	0953-4814	1758-7816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.761	1.262	1.185	0.967	2.293	2.096	2.8	2.8
CORPUS LINGUIST LING	CORPUS LINGUISTICS AND LINGUISTIC THEORY	1613-7027	1613-7035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	1.2	0.96	2.417	2.346	2.143	1.6	1.6
J SPORT ECON	JOURNAL OF SPORTS ECONOMICS	1527-0025	1552-7794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	1.107	1.107	1.615	2.213	1.848	1.7	1.7
J SPORT ECON	JOURNAL OF SPORTS ECONOMICS	1527-0025	1552-7794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	1.107	1.107	1.615	2.213	1.848	1.7	1.7
OXFORD ECON PAP	OXFORD ECONOMIC PAPERS-NEW SERIES	0030-7653	1464-3812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.917	1.113	0.904	1.29	1.152	1.2	1.2
WORLD ENGLISH	WORLD ENGLISHES	0883-2919	1467-971X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.75	0.934	0.604	0.92	1.154	1.6	1.6
LIBR HI TECH	LIBRARY HI TECH	0737-8831	0737-8831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.759	0.759	1.256	1.218	2.357	1.623	3.4	3.4
J CORRECT HEALTH CAR	JOURNAL OF CORRECTIONAL HEALTH CARE	1078-3458	1940-5200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.758	0.692	1.101	1.058	1.169	1.545	1.2	1.2
REAL ESTATE ECON	REAL ESTATE ECONOMICS	1080-8620	1540-6229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.758	1.103	1.764	1.585	3.418	3.154	2.2	2.2
FEM PSYCHOL	FEMINISM & PSYCHOLOGY	0959-3535	1461-7161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.757	0.676	1.538	1.882	3.377	5.833	5.4	5.4
FOREIGN LANG ANN	FOREIGN LANGUAGE ANNALS	0015-718X	1944-9720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.756	0.802	1.782	2.198	2.067	2.976	2.7	2.7
PROBL POST-COMMUNISM	PROBLEMS OF POST-COMMUNISM	1075-8216	1557-783X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.755	1.481	1.636	1.379	2.127	1.616	1.6	1.6
SEX EDUC-SEX SOC LEA	SEX EDUCATION-SEXUALITY SOCIETY AND LEARNING	1468-1811	1472-0825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.753	1.649	1.479	1.48	2.646	2.73	1.9	1.9
APPL MEAS EDUC	APPLIED MEASUREMENT IN EDUCATION	0895-7347	1532-4818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.864	1.043	1.04	1.58	1.528	1.5	1.5
AM LAW ECON REV	AMERICAN LAW AND ECONOMICS REVIEW	1465-7252	1465-7260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	1.161	0.828	0.963	0.923	0.96	1.5	1.5
ASIAN ECON POLICY R	ASIAN ECONOMIC POLICY REVIEW	1832-8105	1748-3131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	1.043	0.458	1.304	1.455	3.0	3.9	3.9
SCOT GEOGR J	SCOTTISH GEOGRAPHICAL JOURNAL	1470-2541	1751-665X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.778	0.806	1.107	0.818	0.718	1.0	1.0
VIOLENCE VICTIMS	VIOLENCE AND VICTIMS	0886-6708	1945-7073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.833	0.977	0.598	1.393	1.317	1.1	1.1
J FORECASTING	JOURNAL OF FORECASTING	0277-6693	1099-131X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.747	0.934	0.816	1.57	2.306	2.627	3.4	3.4
NORD STUD ALCOHOL DR	NORDIC STUDIES ON ALCOHOL AND DRUGS	1455-0725	1458-6126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.746	0.683	0.875	1.0	1.6	1.443	1.7	1.7
POLIT THEORY	POLITICAL THEORY	0090-5917	1552-7476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.746	0.788	0.912	1.088	1.862	1.106	1.4	1.4
REV ESP DOC CIENT	REVISTA ESPANOLA DE DOCUMENTACION CIENTIFICA	0210-0614	1988-4621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.746	0.632	0.985	1.295	1.276	1.271	1.2	1.2
AFR STUD REV	AFRICAN STUDIES REVIEW	0002-0206	1555-2462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.745	0.934	0.8	1.034	1.706	1.82	1.6	1.6
PRAGMATICS	PRAGMATICS	1018-2101	2406-4238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.745	0.5	0.848	0.605	0.717	1.255	1.1	1.1
REPRESENTATIONS	REPRESENTATIONS	0734-6018	1533-855X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.745	0.519	0.589	0.49	0.489	0.442	0.4	0.4
ANTHROPOL FORUM	ANTHROPOLOGICAL FORUM	0066-4677	1469-2902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.744	1.0	0.833	0.326	0.348	0.915	1.0	1.0
ECON POLIT-OXFORD	ECONOMICS & POLITICS	0954-1985	1468-0343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.744	0.917	1.036	1.828	1.8	1.262	1.0	1.0
J LOSS TRAUMA	JOURNAL OF LOSS & TRAUMA	1532-5024	1532-5032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.744	0.789	0.745	0.769	1.063	4.775	4.7	4.7
REHABIL COUNS BULL	REHABILITATION COUNSELING BULLETIN	0034-3552	1538-4853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.744	0.951	0.854	1.136	1.614	1.29	1.3	1.3
INT SOCIOL	INTERNATIONAL SOCIOLOGY	0268-5809	1461-7242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.741	1.033	1.169	1.242	1.52	2.535	2.1	2.1
INF ECON POLICY	INFORMATION ECONOMICS AND POLICY	0167-6245	1873-5975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.739	0.98	1.245	1.654	1.558	2.769	2.8	2.8
REV DERIV RES	REVIEW OF DERIVATIVES RESEARCH	1380-6645	1573-7144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.739	0.25	0.579	0.318	0.696	0.786	0.8	0.8
CAN J DEV STUD	CANADIAN JOURNAL OF DEVELOPMENT STUDIES-REVUE CANADIENNE D ETUDES DU DEVELOPPEMENT	0225-5189	2158-9100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.738	0.597	1.194	1.058	1.6	2.22	2.5	2.5
WORLD TRADE REV	WORLD TRADE REVIEW	1474-7456	1475-3138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.736	1.093	1.088	1.5	1.596	1.708	1.3	1.3
