Journal	JournalFullName	ISSN	eISSN	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
CELL BIOSCI	CELL AND BIOSCIENCE	N/A	2045-3701	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.21	3.63	2.883	3.294	3.219	3.355	5.026	7.133	9.584	7.5	7.5
DISCOV MED	DISCOVERY MEDICINE	1539-6509	1944-7930	2.965	2.965	2.965	2.965	2.965	2.965	2.965	2.965	2.965	2.965	2.965	2.965	2.965	2.965	2.965	2.965	3.503	3.626	3.426	2.4	2.398	1.929	2.174	2.97	3.222	1.4	1.4
CURR STEM CELL RES T	CURRENT STEM CELL RESEARCH & THERAPY	1574-888X	2212-3946	2.963	2.963	2.963	2.963	2.963	2.963	2.963	2.963	2.963	2.963	2.963	2.963	2.963	2.963	2.963	2.963	2.861	2.212	2.645	2.684	2.168	2.612	2.614	3.828	3.758	2.7	2.7
EXPERT REV NEUROTHER	EXPERT REVIEW OF NEUROTHERAPEUTICS	1473-7175	1744-8360	2.955	2.955	2.955	2.955	2.955	2.955	2.955	2.955	2.955	2.955	2.955	2.955	2.955	2.955	2.955	2.955	2.834	2.783	2.578	3.149	3.692	3.453	3.743	4.618	4.287	4.3	4.3
J DIABETES	JOURNAL OF DIABETES	1753-0393	1753-0407	2.939	2.939	2.939	2.939	2.939	2.939	2.939	2.939	2.939	2.939	2.939	2.939	2.939	2.939	2.939	2.939	2.349	1.932	2.5	3.039	3.213	3.298	3.28	4.006	4.53	4.5	4.5
EPIDEMIOL PSYCH SCI	EPIDEMIOLOGY AND PSYCHIATRIC SCIENCES	2045-7960	2045-7979	2.938	2.938	2.938	2.938	2.938	2.938	2.938	2.938	2.938	2.938	2.938	2.938	2.938	2.938	2.938	2.938	3.362	3.907	2.847	4.246	5.684	6.402	5.876	6.892	7.818	8.1	8.1
BMC PULM MED	BMC PULMONARY MEDICINE	1471-2466	1471-2466	2.76	2.76	2.76	2.76	2.76	2.76	2.76	2.76	2.76	2.76	2.76	2.76	2.76	2.76	2.76	2.76	2.489	2.404	2.329	2.435	2.721	2.184	2.813	3.317	3.32	3.1	3.1
GREENH GASES	GREENHOUSE GASES-SCIENCE AND TECHNOLOGY	2152-3878	2152-3878	2.679	2.679	2.679	2.679	2.679	2.679	2.679	2.679	2.679	2.679	2.679	2.679	2.679	2.679	2.679	2.679	3.067	2.147	1.92	1.676	1.991	1.693	1.979	2.013	2.518	2.2	2.2
TRANSPLANT REV-ORLAN	TRANSPLANTATION REVIEWS	0955-470X	N/A	2.675	2.675	2.675	2.675	2.675	2.675	2.675	2.675	2.675	2.675	2.675	2.675	2.675	2.675	2.675	2.675	2.66	3.816	3.915	3.113	2.364	2.615	3.262	3.943	3.066	4.0	4.0
J CARDIOVASC COMPUT	JOURNAL OF CARDIOVASCULAR COMPUTED TOMOGRAPHY	1934-5925	1934-5925	2.552	2.552	2.552	2.552	2.552	2.552	2.552	2.552	2.552	2.552	2.552	2.552	2.552	2.552	2.552	2.552	4.506	2.289	2.472	3.185	3.095	3.316	2.892	4.309	3.814	5.4	5.4
MAR ECOL PROG SER	MARINE ECOLOGY PROGRESS SERIES	0171-8630	1616-1599	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.64	2.619	2.361	2.292	2.276	2.359	2.326	2.824	2.915	2.5	2.5
ARCHAEA	ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL	1472-3646	1472-3654	2.545	2.545	2.545	2.545	2.545	2.545	2.545	2.545	2.545	2.545	2.545	2.545	2.545	2.545	2.545	2.545	2.027	2.709	3.234	2.132	1.756	3.088	3.379	3.273	2.611	2.4	2.4
PLANT GENOME-US	PLANT GENOME	N/A	1940-3372	2.463	2.463	2.463	2.463	2.463	2.463	2.463	2.463	2.463	2.463	2.463	2.463	2.463	2.463	2.463	2.463	4.659	3.933	3.509	2.736	2.923	4.042	3.847	4.089	4.219	4.2	4.2
CURR OPIN VIROL	CURRENT OPINION IN VIROLOGY	1879-6257	1879-6265	2.457	2.457	2.457	2.457	2.457	2.457	2.457	2.457	2.457	2.457	2.457	2.457	2.457	2.457	2.457	2.457	6.298	6.064	5.313	5.067	5.644	5.4	4.985	7.09	7.121	5.9	5.9
MOL CYTOGENET	MOLECULAR CYTOGENETICS	N/A	1755-8166	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.662	2.14	1.506	1.455	1.167	1.331	1.233	2.009	1.904	1.3	1.3
REV ENVIRON SCI BIO	REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY	1569-1705	1572-9826	2.34	2.34	2.34	2.34	2.34	2.34	2.34	2.34	2.34	2.34	2.34	2.34	2.34	2.34	2.34	2.34	2.263	3.333	4.352	4.4	5.716	4.938	4.957	8.044	14.284	14.4	14.4
LYMPHAT RES BIOL	LYMPHATIC RESEARCH AND BIOLOGY	1539-6851	1557-8585	2.333	2.333	2.333	2.333	2.333	2.333	2.333	2.333	2.333	2.333	2.333	2.333	2.333	2.333	2.333	2.333	1.66	1.709	1.758	1.551	1.903	1.493	1.492	2.589	2.349	1.4	1.4
ARTHROPOD SYST PHYLO	ARTHROPOD SYSTEMATICS & PHYLOGENY	1863-7221	1864-8312	2.318	2.318	2.318	2.318	2.318	2.318	2.318	2.318	2.318	2.318	2.318	2.318	2.318	2.318	2.318	2.318	1.062	1.368	1.655	2.357	1.703	1.175	1.51	2.354	2.8	1.8	1.8
J GINSENG RES	JOURNAL OF GINSENG RESEARCH	1226-8453	2093-4947	2.259	2.259	2.259	2.259	2.259	2.259	2.259	2.259	2.259	2.259	2.259	2.259	2.259	2.259	2.259	2.259	2.295	2.815	3.898	4.082	4.053	4.029	5.487	6.06	5.735	6.3	6.3
EXPERT REV GASTROENT	EXPERT REVIEW OF GASTROENTEROLOGY & HEPATOLOGY	1747-4124	1747-4132	2.221	2.221	2.221	2.221	2.221	2.221	2.221	2.221	2.221	2.221	2.221	2.221	2.221	2.221	2.221	2.221	2.546	2.417	2.796	2.743	2.963	2.991	3.514	3.869	4.095	3.9	3.9
J PHARMACOL TOX MET	JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS	1056-8719	1873-488X	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.39	2.147	2.238	2.269	2.679	2.252	1.95	2.285	1.9	1.9
TOXINS	TOXINS	N/A	2072-6651	2.129	2.129	2.129	2.129	2.129	2.129	2.129	2.129	2.129	2.129	2.129	2.129	2.129	2.129	2.129	2.129	2.48	2.938	3.571	3.03	3.273	3.895	3.531	4.546	5.075	4.2	4.2
REMOTE SENS-BASEL	REMOTE SENSING	N/A	2072-4292	2.101	2.101	2.101	2.101	2.101	2.101	2.101	2.101	2.101	2.101	2.101	2.101	2.101	2.101	2.101	2.101	2.623	3.18	3.036	3.244	3.406	4.118	4.509	4.848	5.349	5.0	5.0
CARBON MANAG	CARBON MANAGEMENT	1758-3004	1758-3012	2.068	2.068	2.068	2.068	2.068	2.068	2.068	2.068	2.068	2.068	2.068	2.068	2.068	2.068	2.068	2.068	1.722	1.589	2.092	1.661	1.109	1.463	1.667	3.182	3.52	3.1	3.1
NANO-MICRO LETT	NANO-MICRO LETTERS	2311-6706	2150-5551	2.057	2.057	2.057	2.057	2.057	2.057	2.057	2.057	2.057	2.057	2.057	2.057	2.057	2.057	2.057	2.057	2.275	1.975	3.012	4.849	7.381	9.043	12.264	16.419	23.655	26.6	26.6
AIR QUAL ATMOS HLTH	AIR QUALITY ATMOSPHERE AND HEALTH	1873-9318	1873-9326	1.979	1.979	1.979	1.979	1.979	1.979	1.979	1.979	1.979	1.979	1.979	1.979	1.979	1.979	1.979	1.979	1.455	1.804	2.324	3.184	2.662	2.297	2.87	3.763	5.804	5.1	5.1
BMC GERIATR	BMC GERIATRICS	N/A	1471-2318	1.967	1.967	1.967	1.967	1.967	1.967	1.967	1.967	1.967	1.967	1.967	1.967	1.967	1.967	1.967	1.967	2.0	1.676	2.371	2.611	2.866	2.818	3.077	3.921	4.07	4.1	4.1
CANCER RES TREAT	CANCER RESEARCH AND TREATMENT	1598-2998	2005-9256	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	1.962	2.975	3.318	4.245	3.772	3.23	3.363	3.761	4.679	5.036	4.6	4.6
TRANSL STROKE RES	TRANSLATIONAL STROKE RESEARCH	1868-4483	1868-601X	1.939	1.939	1.939	1.939	1.939	1.939	1.939	1.939	1.939	1.939	1.939	1.939	1.939	1.939	1.939	1.939	1.938	2.444	4.503	0.0	8.266	5.847	5.78	6.829	6.8	6.9	6.9
J WOUND CARE	JOURNAL OF WOUND CARE	0969-0700	2062-2916	1.906	1.906	1.906	1.906	1.906	1.906	1.906	1.906	1.906	1.906	1.906	1.906	1.906	1.906	1.906	1.906	1.11	1.069	1.205	1.446	1.67	1.948	1.798	2.072	2.066	1.9	1.9
CURR HEMATOL MALIG R	CURRENT HEMATOLOGIC MALIGNANCY REPORTS	1558-8211	1558-822X	1.852	1.852	1.852	1.852	1.852	1.852	1.852	1.852	1.852	1.852	1.852	1.852	1.852	1.852	1.852	1.852	2.286	2.2	2.146	2.029	2.388	2.397	2.531	3.952	4.213	2.9	2.9
G3-GENES GENOM GENET	G3-GENES GENOMES GENETICS	2160-1836	2160-1836	1.794	1.794	1.794	1.794	1.794	1.794	1.794	1.794	1.794	1.794	1.794	1.794	1.794	1.794	1.794	1.794	2.511	3.198	2.91	2.861	2.742	2.63	2.781	3.154	3.542	2.6	2.6
AIDS RES THER	AIDS RESEARCH AND THERAPY	1742-6405	1742-6405	1.78	1.78	1.78	1.78	1.78	1.78	1.78	1.78	1.78	1.78	1.78	1.78	1.78	1.78	1.78	1.78	1.841	1.457	1.414	1.605	2.357	2.24	2.092	2.25	2.846	2.2	2.2
BMC UROL	BMC UROLOGY	1471-2490	1471-2490	1.694	1.694	1.694	1.694	1.694	1.694	1.694	1.694	1.694	1.694	1.694	1.694	1.694	1.694	1.694	1.694	1.937	1.413	1.606	1.72	1.792	1.583	1.592	2.264	2.09	2.0	2.0
POLYMERS-BASEL	POLYMERS	N/A	2073-4360	1.687	1.687	1.687	1.687	1.687	1.687	1.687	1.687	1.687	1.687	1.687	1.687	1.687	1.687	1.687	1.687	2.505	3.681	2.944	3.364	2.935	3.164	3.426	4.329	4.967	5.0	5.0
NONLINEAR ANAL-HYBRI	NONLINEAR ANALYSIS-HYBRID SYSTEMS	1751-570X	1878-7460	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.685	1.789	2.375	3.192	3.963	4.01	5.266	5.881	6.163	5.477	4.2	4.2
COGN NEUROPSYCHIATRY	COGNITIVE NEUROPSYCHIATRY	1354-6805	1464-0619	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	2.176	1.912	1.924	1.338	1.329	1.542	1.281	1.871	1.957	1.7	1.7
EXPERT REV PHARM OUT	EXPERT REVIEW OF PHARMACOECONOMICS & OUTCOMES RESEARCH	1473-7167	1744-8379	1.674	1.674	1.674	1.674	1.674	1.674	1.674	1.674	1.674	1.674	1.674	1.674	1.674	1.674	1.674	1.674	1.87	1.669	1.631	1.78	1.797	1.828	2.032	2.217	2.039	2.3	2.3
INT J SIMUL MODEL	INTERNATIONAL JOURNAL OF SIMULATION MODELLING	1726-4529	1996-8566	1.656	1.656	1.656	1.656	1.656	1.656	1.656	1.656	1.656	1.656	1.656	1.656	1.656	1.656	1.656	1.656	2.125	2.083	1.683	1.77	1.942	1.825	2.492	3.225	2.775	2.9	2.9
ANN CLIN MICROB ANTI	ANNALS OF CLINICAL MICROBIOLOGY AND ANTIMICROBIALS	N/A	1476-0711	1.623	1.623	1.623	1.623	1.623	1.623	1.623	1.623	1.623	1.623	1.623	1.623	1.623	1.623	1.623	1.623	1.514	2.189	2.083	2.376	3.155	2.924	2.705	3.944	6.781	5.7	5.7
PRIM CARE DIABETES	PRIMARY CARE DIABETES	1751-9918	1878-0210	1.609	1.609	1.609	1.609	1.609	1.609	1.609	1.609	1.609	1.609	1.609	1.609	1.609	1.609	1.609	1.609	1.289	1.325	1.57	1.381	1.702	2.008	2.052	2.459	2.567	2.9	2.9
BMJ OPEN	BMJ OPEN	2044-6055	2044-6055	1.583	1.583	1.583	1.583	1.583	1.583	1.583	1.583	1.583	1.583	1.583	1.583	1.583	1.583	1.583	1.583	2.063	2.271	2.562	2.369	2.413	2.376	2.496	2.692	3.006	2.9	2.9
ANN GEN PSYCHIATR	ANNALS OF GENERAL PSYCHIATRY	N/A	1744-859X	1.569	1.569	1.569	1.569	1.569	1.569	1.569	1.569	1.569	1.569	1.569	1.569	1.569	1.569	1.569	1.569	1.532	1.4	1.411	1.405	1.915	2.158	2.157	3.455	3.301	3.7	3.7
CURR PROB PEDIATR AD	CURRENT PROBLEMS IN PEDIATRIC AND ADOLESCENT HEALTH CARE	1538-5442	1538-3199	1.561	1.561	1.561	1.561	1.561	1.561	1.561	1.561	1.561	1.561	1.561	1.561	1.561	1.561	1.561	1.561	1.56	1.632	2.021	2.327	1.491	2.333	1.677	2.063	2.557	1.6	1.6
CARDIORENAL MED	CARDIORENAL MEDICINE	1664-3828	1664-5502	1.556	1.556	1.556	1.556	1.556	1.556	1.556	1.556	1.556	1.556	1.556	1.556	1.556	1.556	1.556	1.556	1.887	1.762	1.695	1.844	2.221	2.214	1.754	2.041	4.36	3.8	3.8
INT J APPL GLASS SCI	INTERNATIONAL JOURNAL OF APPLIED GLASS SCIENCE	2041-1286	2041-1294	1.548	1.548	1.548	1.548	1.548	1.548	1.548	1.548	1.548	1.548	1.548	1.548	1.548	1.548	1.548	1.548	1.71	2.611	1.843	1.79	1.912	1.845	1.917	2.029	2.087	2.1	2.1
INLAND WATERS	INLAND WATERS	2044-2041	2044-205X	1.533	1.533	1.533	1.533	1.533	1.533	1.533	1.533	1.533	1.533	1.533	1.533	1.533	1.533	1.533	1.533	1.432	1.31	1.776	1.987	1.663	1.914	1.516	2.299	3.0	3.1	3.1
BMC WOMENS HEALTH	BMC WOMENS HEALTH	N/A	1472-6874	1.505	1.505	1.505	1.505	1.505	1.505	1.505	1.505	1.505	1.505	1.505	1.505	1.505	1.505	1.505	1.505	1.657	1.495	1.353	1.572	1.806	1.592	1.544	2.809	2.742	2.5	2.5
OR SURG OR MED OR PA	ORAL SURGERY ORAL MEDICINE ORAL PATHOLOGY ORAL RADIOLOGY	2212-4403	2212-4411	1.495	1.495	1.495	1.495	1.495	1.495	1.495	1.495	1.495	1.495	1.495	1.495	1.495	1.495	1.495	1.495	1.265	1.261	1.262	1.416	1.718	1.69	1.601	2.589	2.538	2.9	2.9
BENEF MICROBES	BENEFICIAL MICROBES	1876-2883	1876-2891	1.474	1.474	1.474	1.474	1.474	1.474	1.474	1.474	1.474	1.474	1.474	1.474	1.474	1.474	1.474	1.474	1.5	2.614	3.301	2.923	2.31	2.939	3.37	4.205	5.05	5.4	5.4
ELECTROCATALYSIS-US	ELECTROCATALYSIS	1868-2529	1868-5994	1.455	1.455	1.455	1.455	1.455	1.455	1.455	1.455	1.455	1.455	1.455	1.455	1.455	1.455	1.455	1.455	2.089	2.367	2.347	2.398	2.889	2.311	2.587	2.713	2.933	3.1	3.1
WIRES DATA MIN KNOWL	WILEY INTERDISCIPLINARY REVIEWS-DATA MINING AND KNOWLEDGE DISCOVERY	1942-4787	1942-4795	1.422	1.422	1.422	1.422	1.422	1.422	1.422	1.422	1.422	1.422	1.422	1.422	1.422	1.422	1.422	1.422	1.358	1.594	1.759	2.111	1.939	2.541	4.476	7.25	7.558	7.8	7.8
SILICON-NETH	SILICON	1876-990X	1876-9918	1.417	1.417	1.417	1.417	1.417	1.417	1.417	1.417	1.417	1.417	1.417	1.417	1.417	1.417	1.417	1.417	0.704	1.069	0.86	0.829	1.246	1.21	1.499	2.67	2.941	3.4	3.4
THER CLIN RISK MANAG	THERAPEUTICS AND CLINICAL RISK MANAGEMENT	N/A	1178-203X	1.405	1.405	1.405	1.405	1.405	1.405	1.405	1.405	1.405	1.405	1.405	1.405	1.405	1.405	1.405	1.405	1.343	1.469	1.903	2.2	1.995	1.824	1.888	2.423	2.755	2.8	2.8
J OCCUP MED TOXICOL	JOURNAL OF OCCUPATIONAL MEDICINE AND TOXICOLOGY	1745-6673	1745-6673	1.403	1.403	1.403	1.403	1.403	1.403	1.403	1.403	1.403	1.403	1.403	1.403	1.403	1.403	1.403	1.403	1.226	1.621	1.486	1.482	1.859	2.591	2.592	2.646	2.862	3.0	3.0
CURR ZOOL	CURRENT ZOOLOGY	1674-5507	2396-9814	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.814	1.594	1.758	2.181	2.393	2.07	2.351	2.624	2.734	2.2	2.2
EARTHQ STRUCT	EARTHQUAKES AND STRUCTURES	2092-7614	2092-7622	1.381	1.381	1.381	1.381	1.381	1.381	1.381	1.381	1.381	1.381	1.381	1.381	1.381	1.381	1.381	1.381	1.138	0.693	0.789	0.97	1.309	1.573	1.714	2.018	2.025	1.5	1.5
PM&R	PM&R	1934-1482	1934-1563	1.372	1.372	1.372	1.372	1.372	1.372	1.372	1.372	1.372	1.372	1.372	1.372	1.372	1.372	1.372	1.372	1.662	1.534	1.655	1.785	1.85	1.902	1.821	2.298	2.218	2.1	2.1
SOLID EARTH	SOLID EARTH	1869-9510	1869-9529	1.371	1.371	1.371	1.371	1.371	1.371	1.371	1.371	1.371	1.371	1.371	1.371	1.371	1.371	1.371	1.371	2.155	2.27	2.083	3.495	4.165	2.38	2.921	3.337	3.923	3.4	3.4
J OPHTHALMOL	JOURNAL OF OPHTHALMOLOGY	2090-004X	2090-0058	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.935	1.425	1.463	1.712	1.68	1.58	1.447	1.909	1.974	1.9	1.9
J PLANT ECOL	JOURNAL OF PLANT ECOLOGY	1752-9921	1752-993X	1.355	1.355	1.355	1.355	1.355	1.355	1.355	1.355	1.355	1.355	1.355	1.355	1.355	1.355	1.355	1.355	2.284	2.646	1.769	1.754	1.937	2.282	1.833	1.774	1.78	2.7	2.7
INT J BIO-INSPIR COM	INTERNATIONAL JOURNAL OF BIO-INSPIRED COMPUTATION	1758-0366	1758-0374	1.351	1.351	1.351	1.351	1.351	1.351	1.351	1.351	1.351	1.351	1.351	1.351	1.351	1.351	1.351	1.351	1.681	3.969	1.39	1.935	2.266	3.395	1.914	3.977	3.295	3.5	3.5
AIP ADV	AIP ADVANCES	N/A	2158-3226	1.349	1.349	1.349	1.349	1.349	1.349	1.349	1.349	1.349	1.349	1.349	1.349	1.349	1.349	1.349	1.349	1.59	1.524	1.444	1.568	1.653	1.579	1.337	1.548	1.697	1.6	1.6
BMC ORAL HEALTH	BMC ORAL HEALTH	1472-6831	1472-6831	1.339	1.339	1.339	1.339	1.339	1.339	1.339	1.339	1.339	1.339	1.339	1.339	1.339	1.339	1.339	1.339	1.147	1.128	1.21	1.481	1.602	2.048	1.911	2.757	3.747	2.9	2.9
CENT EUR J ENERG MAT	CENTRAL EUROPEAN JOURNAL OF ENERGETIC MATERIALS	1733-7178	N/A	1.327	1.327	1.327	1.327	1.327	1.327	1.327	1.327	1.327	1.327	1.327	1.327	1.327	1.327	1.327	1.327	1.925	1.25	1.28	1.041	1.04	1.098	1.133	0.948	1.104	0.8	0.8
REPROD HEALTH	REPRODUCTIVE HEALTH	N/A	1742-4755	1.31	1.31	1.31	1.31	1.31	1.31	1.31	1.31	1.31	1.31	1.31	1.31	1.31	1.31	1.31	1.31	1.616	1.883	2.035	2.209	2.014	2.295	2.177	3.223	3.355	3.4	3.4
INT J INTEGR CARE	INTERNATIONAL JOURNAL OF INTEGRATED CARE	1568-4156	1568-4156	1.299	1.299	1.299	1.299	1.299	1.299	1.299	1.299	1.299	1.299	1.299	1.299	1.299	1.299	1.299	1.299	1.261	1.5	1.557	2.23	1.837	2.489	2.753	5.12	2.913	2.4	2.4
J SAUDI CHEM SOC	JOURNAL OF SAUDI CHEMICAL SOCIETY	1319-6103	2212-4640	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	2.523	2.523	1.978	2.887	2.456	2.759	3.517	3.932	4.712	5.6	5.6
J SAUDI CHEM SOC	JOURNAL OF SAUDI CHEMICAL SOCIETY	1319-6103	2212-4640	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	1.288	2.523	2.523	1.978	2.887	2.456	2.759	3.517	3.932	4.712	5.6	5.6
MRS COMMUN	MRS COMMUNICATIONS	2159-6859	2159-6867	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.553	1.821	1.797	3.01	3.008	1.935	1.997	2.566	2.935	1.9	1.9
PAK J AGR SCI	PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES	0552-9034	2076-0906	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.054	1.049	0.597	0.609	0.677	0.618	0.663	0.748	0.856	0.8	0.8
ADV METEOROL	ADVANCES IN METEOROLOGY	1687-9309	1687-9317	1.239	1.239	1.239	1.239	1.239	1.239	1.239	1.239	1.239	1.239	1.239	1.239	1.239	1.239	1.239	1.239	1.348	0.946	1.107	1.277	1.645	1.577	1.491	1.962	2.223	2.9	2.9
GAIA	GAIA-ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY	0940-5550	2625-5413	1.197	1.197	1.197	1.197	1.197	1.197	1.197	1.197	1.197	1.197	1.197	1.197	1.197	1.197	1.197	1.197	1.25	1.348	1.397	1.575	1.75	1.875	1.87	2.506	2.211	1.6	1.6
BMC ANESTHESIOL	BMC ANESTHESIOLOGY	1471-2253	1471-2253	1.188	1.188	1.188	1.188	1.188	1.188	1.188	1.188	1.188	1.188	1.188	1.188	1.188	1.188	1.188	1.188	1.333	1.375	1.32	1.525	1.788	1.619	1.695	2.217	2.376	2.2	2.2
ECOL EVOL	ECOLOGY AND EVOLUTION	2045-7758	2045-7758	1.184	1.184	1.184	1.184	1.184	1.184	1.184	1.184	1.184	1.184	1.184	1.184	1.184	1.184	1.184	1.184	1.658	2.32	2.537	2.44	2.34	2.415	2.392	2.912	3.167	2.6	2.6
INT J SPEECH-LANG PA	INTERNATIONAL JOURNAL OF SPEECH-LANGUAGE PATHOLOGY	1754-9507	1754-9515	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.412	1.239	0.985	1.179	1.441	1.28	1.733	2.484	1.82	1.8	1.8
J TISSUE VIABILITY	JOURNAL OF TISSUE VIABILITY	0965-206X	1876-4746	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.176	1.812	1.129	1.656	1.263	1.925	2.831	2.41	2.932	3.374	2.5	2.5
AQUAT INVASIONS	AQUATIC INVASIONS	1798-6540	1818-5487	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.133	1.613	1.955	2.069	1.976	1.705	1.856	2.17	2.651	1.6	1.6
INDIAN J CANCER	INDIAN JOURNAL OF CANCER	0019-509X	1998-4774	1.131	1.131	1.131	1.131	1.131	1.131	1.131	1.131	1.131	1.131	1.131	1.131	1.131	1.131	1.131	1.131	0.774	0.802	0.432	0.497	0.658	0.429	0.765	1.224	1.397	1.0	1.0
ACM T STORAGE	ACM TRANSACTIONS ON STORAGE	1553-3077	1553-3093	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	0.586	0.533	1.033	1.618	0.927	1.322	1.176	1.48	1.229	1.7	1.7
BRIT J OCCUP THER	BRITISH JOURNAL OF OCCUPATIONAL THERAPY	0308-0226	1477-6006	1.096	1.096	1.096	1.096	1.096	1.096	1.096	1.096	1.096	1.096	1.096	1.096	1.096	1.096	1.096	1.096	0.897	0.636	0.935	0.601	0.754	0.779	0.96	1.243	1.275	1.3	1.3
FORESTS	FORESTS	N/A	1999-4907	1.094	1.094	1.094	1.094	1.094	1.094	1.094	1.094	1.094	1.094	1.094	1.094	1.094	1.094	1.094	1.094	1.139	1.449	1.583	1.951	1.956	2.116	2.221	2.633	3.282	2.9	2.9
J PARKINSON DIS	JOURNAL OF PARKINSONS DISEASE	1877-7171	1877-718X	1.083	1.083	1.083	1.083	1.083	1.083	1.083	1.083	1.083	1.083	1.083	1.083	1.083	1.083	1.083	1.083	1.097	1.91	3.015	2.538	3.172	3.698	5.178	5.568	5.52	5.2	5.2
LEGAL MED-TOKYO	LEGAL MEDICINE	1344-6223	1344-6223	1.08	1.08	1.08	1.08	1.08	1.08	1.08	1.08	1.08	1.08	1.08	1.08	1.08	1.08	1.08	1.08	1.441	1.238	1.442	1.276	1.254	1.404	1.195	1.376	2.017	1.5	1.5
ADV MECH ENG	ADVANCES IN MECHANICAL ENGINEERING	1687-8132	1687-8140	1.062	1.062	1.062	1.062	1.062	1.062	1.062	1.062	1.062	1.062	1.062	1.062	1.062	1.062	1.062	1.062	0.5	0.575	0.64	0.827	0.848	1.024	1.161	1.316	1.566	2.1	2.1
ISJ-INVERT SURVIV J	ISJ-INVERTEBRATE SURVIVAL JOURNAL	1824-307X	N/A	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.062	0.929	0.754	0.824	0.806	0.967	0.78	1.115	0.917	0.7	0.7
J ORTHOP SURG RES	JOURNAL OF ORTHOPAEDIC SURGERY AND RESEARCH	1749-799X	1749-799X	1.013	1.013	1.013	1.013	1.013	1.013	1.013	1.013	1.013	1.013	1.013	1.013	1.013	1.013	1.013	1.013	1.577	1.386	1.215	1.545	1.61	1.907	1.777	2.359	2.677	2.6	2.6
INT HEALTH	INTERNATIONAL HEALTH	1876-3413	1876-3405	1.012	1.012	1.012	1.012	1.012	1.012	1.012	1.012	1.012	1.012	1.012	1.012	1.012	1.012	1.012	1.012	1.129	1.299	1.621	1.784	1.797	1.664	1.664	2.473	3.131	2.5	2.5
ATMOS POLLUT RES	ATMOSPHERIC POLLUTION RESEARCH	1309-1042	1309-1042	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.227	1.371	1.401	1.637	2.152	2.918	3.527	4.352	4.831	4.5	4.5
CONGENIT ANOM	CONGENITAL ANOMALIES	0914-3505	1741-4520	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.783	1.083	0.985	1.537	1.149	1.23	1.761	1.409	1.474	1.3	1.3
