Date	Credits	Hours	Spent	
06/5/2025	1680	3744	
05/5/2025	1729	3998.25	
04/5/2025	1608	3528	
03/5/2025	1591.5	3441.5	
02/5/2025	1440	2904	
01/5/2025	1440	2904	
30/4/2025	1440	2904	
29/4/2025	1440	2904	
28/4/2025	1440	2904	
27/4/2025	1423.25	2842	
26/4/2025	1360	2617.75	
25/4/2025	1368	2640	
24/4/2025	1415.25	2831.5	
23/4/2025	1366.25	2634.75	
22/4/2025	1344	2568	
21/4/2025	1288.5	2365.25	
20/4/2025	1272	2304	
19/4/2025	1271.75	2303.75	
18/4/2025	1156.25	2003.5	
17/4/2025	1152	1992	
16/4/2025	1121.25	1927.75	
15/4/2025	1080	1776	
14/4/2025	1048.75	1692.75	
13/4/2025			-20000
13/4/2025	984	1488	
12/4/2025	984	1488	
11/4/2025	984	1488	
10/4/2025	972.5	1469	
09/4/2025	971.5	1450.75	
08/4/2025	960	1416	
07/4/2025	960	1416	
06/4/2025	960	1416	
05/4/2025	958	1413	
04/4/2025	907.75	1330	
03/4/2025	1277.75	1824.75	
01/4/2025	799	1104.5	
31/3/2025	816	1128	
30/3/2025	816	1128	
29/3/2025	799	1087.25	
28/3/2025			-20000
28/3/2025	696	864	
27/3/2025	696	863.5	
26/3/2025	696	864	
25/3/2025	696	860.75	
24/3/2025	572.75	691.25	
23/3/2025	769	1004.75	
22/3/2025	752	975.25	
21/3/2025	720	888	
20/3/2025	709	876	
19/3/2025	696	840	
18/3/2025	696	840	
17/3/2025	695.25	839.25	
16/3/2025	413	500.75	
15/3/2025	598	690	
14/3/2025	618.75	714.75	
13/3/2025	600	696	
12/3/2025	600	696	
11/3/2025	600	696	
10/3/2025	600	696	
09/3/2025	594.25	686	
08/3/2025	571.25	643.5	
07/3/2025	566	631	
06/3/2025	504	528	
05/3/2025	504	528	
04/3/2025	303.25	259.25	
03/3/2025	288	240	
02/3/2025	256	208	
01/3/2025	133.75	94.75	
24/2/2025	50.25	38.75	
23/2/2025	77.5	65	
22/2/2025	295.25	247.25	
21/2/2025	182.75	137	
19/2/2025	30	22.5	
18/2/2025	192	144	
17/2/2025	192	144	
16/2/2025	56	42	
15/2/2025	276	304	
14/2/2025	706.5	866.5	
13/2/2025	687.5	827.25	
12/2/2025	648	768	
11/2/2025	648	768	
10/2/2025	641.25	760	
09/2/2025	534.25	563	
08/2/2025	528	552	
07/2/2025	527.5	551	
06/2/2025	500	500	
05/2/2025	433	409.75	
04/2/2025	423	397	
03/2/2025	314.5	274.5	
01/2/2025	78.5	60.5	
31/1/2025	216	168	
30/1/2025	216	168	
29/1/2025	216	168	
28/1/2025	216	168	
27/1/2025	216	168	
26/1/2025	233	185	
25/1/2025	215.5	167.5	
24/1/2025	78	46.5	
23/1/2025	44	22	
22/1/2025	134	115.75	
21/1/2025	399.75	375.75	
20/1/2025	384	360	
19/1/2025	358.75	329.25	
18/1/2025	285.75	237.75	
17/1/2025	196.5	148.5	
16/1/2025	164.75	122.25	
12/1/2025	222.25	187.75	
11/1/2025	192	144	
10/1/2025	141	94	
09/1/2025	475.25	492.75	
08/1/2025	490	489.5	
07/1/2025	480	480	
06/1/2025	466.25	469.25	
05/1/2025	552	600	
04/1/2025	552	600	
03/1/2025	552	600	
02/1/2025	603.75	686.25	
01/1/2025	687.25	844.5	
31/12/2024	515	607.75	
30/12/2024	833.75	1164	
29/12/2024	1312.5	1706.5	
27/12/2024	534	679.5	
26/12/2024	761	989.5	
25/12/2024	627.75	730.5	
24/12/2024	653.25	768	
23/12/2024	624	720	
22/12/2024	624	720	
21/12/2024	617.5	713.5	
20/12/2024	600	695.5	
19/12/2024	576.5	648.5	
18/12/2024	576	648	
17/12/2024	562.75	626.75	
16/12/2024	552	599.75	
15/12/2024	538.75	572	
14/12/2024	408.25	384.25	
13/12/2024	408	384	
12/12/2024	408	384	
11/12/2024	408	384	
10/12/2024	408	384	
09/12/2024	408	384	
08/12/2024	408	384	
07/12/2024	408	384	
06/12/2024	408	384	
05/12/2024	406	380	
04/12/2024	399.75	360.5	
03/12/2024	384	336	
02/12/2024	383.75	335.75	
01/12/2024	312	264	
30/11/2024	270.75	222.75	
29/11/2024	120	80	
20/11/2024	150.5	107.5	
19/11/2024	168	120	
18/11/2024	196	148	
17/11/2024	255.75	207.75	
16/11/2024	216	168	
15/11/2024	186	146	
14/11/2024	492.25	509	
13/11/2024	525.25	575	
12/11/2024	480	480	
11/11/2024	459.5	459.5	
10/11/2024	90.25	81.5	
05/11/2024	37.25	29.75	
04/11/2024	240	192	
03/11/2024	237.5	190	
02/11/2024	240	192	
01/11/2024	240	192	
31/10/2024	240	192	
30/10/2024	239.25	191.25	
29/10/2024	237.75	189.75	
28/10/2024	78.75	56.25	
27/10/2024	164.5	117.5	
23/10/2024	944.5	1463.75	
22/10/2024	1032	1608	
21/10/2024	1032	1608	
20/10/2024	1031.5	1607.5	
19/10/2024	986.25	1516.75	
18/10/2024	984	1512	
17/10/2024	934	1395	
16/10/2024	912	1344	
15/10/2024	912	1344	
14/10/2024	912	1323.75	
13/10/2024	912	1320	
12/10/2024	925.5	1334.5	
11/10/2024	909.5	1293.5	
10/10/2024	888	1272	
09/10/2024	888	1265	
08/10/2024	878.75	1235	
07/10/2024	888	1248	
06/10/2024	905.5	1293.5	
05/10/2024	868.5	1208.5	
04/10/2024	577.25	649.5	
03/10/2024	332.75	372.75	
02/10/2024	576	648	
01/10/2024	576	648	
30/9/2024	576	643.25	
29/9/2024	576	624	
28/9/2024	576	624	
27/9/2024	576	624	
26/9/2024	576	624	
25/9/2024	576	624	
24/9/2024	510.75	537	
23/9/2024	466.75	488	
21/9/2024	456	456	
20/9/2024	456	456	
19/9/2024	456	456	
18/9/2024	456	456	
17/9/2024	472.5	483.5	
16/9/2024	897	1268.25	
15/9/2024	697.25	995.75	
14/9/2024	831.5	1180	
13/9/2024	864	1211.75	
12/9/2024	819	1132.5	
11/9/2024	816	1128	
10/9/2024	793.5	1060.5	
09/9/2024	821.75	1133	
08/9/2024	783.75	1045	
07/9/2024	792	1056	
06/9/2024	792	1056	
05/9/2024	792	1056	
04/9/2024	792	1056	
03/9/2024	792	1056	
02/9/2024	789	1048.75	
01/9/2024	792	1056	
31/8/2024	792	1056	
30/8/2024	792	1056	
29/8/2024	792	1056	
28/8/2024	783.75	1045	
27/8/2024	792	1056	
26/8/2024	792	1056	
25/8/2024	782.75	1018.75	
24/8/2024	188	230.75	
23/8/2024	718	908	
22/8/2024	696	864	
21/8/2024	696	864	
20/8/2024	696	864	
19/8/2024	696	864	
18/8/2024	696	864	
17/8/2024	696	864	
16/8/2024	667	811.5	
15/8/2024	668	808	
14/8/2024	624	720	
13/8/2024	624	720	
12/8/2024	612.75	701.25	
11/8/2024	552	600	
10/8/2024	524	558	
09/8/2024	502.25	525.5	
08/8/2024	336	288	
07/8/2024	336	288	
06/8/2024	336	288	
05/8/2024	336	288	
04/8/2024	234.75	199.75	
03/8/2024	177	144.5	
02/8/2024	264	216	
01/8/2024	297	287	
31/7/2024			-20000
31/7/2024	984	1512	
30/7/2024	984	1512	
29/7/2024	984	1512	
28/7/2024	984	1512	
27/7/2024	984	1512	
26/7/2024	984	1512	
25/7/2024	1015	1603.75	
24/7/2024	841	1154.5	
23/7/2024	835.25	1176.25	
22/7/2024	820.25	1144.25	
21/7/2024	576	648	
20/7/2024	576	648	
19/7/2024	562.75	607.75	
18/7/2024	489	481.5	
17/7/2024	456	432	
16/7/2024	454.25	430.25	
15/7/2024	342	295.25	
14/7/2024	333.5	286	
13/7/2024	245.75	197.75	
12/7/2024	240	192	
11/7/2024	240	192	
10/7/2024	240	192	
09/7/2024	240	192	
08/7/2024	210	167.5	
04/7/2024	89.25	59.5	
03/7/2024	106.5	71	
02/7/2024	616	718.75	
01/7/2024	672	792	
30/6/2024	672	792	
29/6/2024	878.25	1245.25	
28/6/2024	847	1186.5	
27/6/2024	840	1176	
26/6/2024	840	1156	
25/6/2024	816.25	1127.5	
24/6/2024	816	1104	
23/6/2024	773	1018	
22/6/2024	768	1008	
21/6/2024	758.5	989	
20/6/2024	672	816	
19/6/2024	672	816	
18/6/2024	672	793	
17/6/2024	624	721.75	
16/6/2024	600	696	
15/6/2024	534.75	595.75	
14/6/2024	552	600	
13/6/2024	552	598.5	
12/6/2024	552	576	
11/6/2024	558.75	589.5	
10/6/2024	768	1006.75	
09/6/2024	768	984	
08/6/2024	578.75	652.5	
07/6/2024	597	690	
06/6/2024	910	1315.25	
05/6/2024	816	1104	
04/6/2024	816.5	1102.5	
03/6/2024	792	1056	
02/6/2024	796	1064	
01/6/2024	768.75	997.75	
31/5/2024	720	888	
30/5/2024	720	888	
29/5/2024	720	888	
28/5/2024	699.75	847.5	
27/5/2024	818.5	969	
25/5/2024	648	766	
24/5/2024	648	744	
23/5/2024	643.25	739.25	
22/5/2024	624	720	
21/5/2024	639	753	
20/5/2024	983.25	1509.75	
19/5/2024	959.25	1438.25	
18/5/2024	888	1248	
17/5/2024	888	1248	
16/5/2024	865	1202	
15/5/2024	864	1200	
14/5/2024	795.25	1062.75	
13/5/2024	792	1033.5	
12/5/2024	735	937	
11/5/2024	720	912	
10/5/2024	707.25	891.5	
09/5/2024	612.5	696.25	
08/5/2024	647	743	
07/5/2024	620	717.5	
06/5/2024	498.75	522.5	
05/5/2024	504	528	
04/5/2024	504	528	
03/5/2024	504	528	
02/5/2024	603.75	632.5	
30/4/2024	659.25	775.5	
29/4/2024	608.25	704.25	
28/4/2024	148.75	161.5	
27/4/2024	345	360	
26/4/2024	509	511.75	
25/4/2024	504	504	
24/4/2024	486.5	481	
23/4/2024	386.5	340	
22/4/2024	360.5	312.5	
21/4/2024	312	264	
20/4/2024	312	264	
19/4/2024	312	264	
18/4/2024	312	264	
17/4/2024	312	264	
16/4/2024	312	264	
15/4/2024	243	195	
14/4/2024	235.25	187.25	
13/4/2024	187.25	138.25	
11/4/2024	176.75	128.75	
10/4/2024	168	120	
09/4/2024	168	120	
08/4/2024	168	120	
07/4/2024	16.5	11.5	
06/4/2024	336	294	
05/4/2024	383.5	335.5	
04/4/2024	360	312	
03/4/2024	313.5	269	
02/4/2024	336	288	
01/4/2024	336	288	
31/3/2024	318.25	270.25	
30/3/2024	312	264	
29/3/2024	312	264	
28/3/2024	311.5	263.5	
27/3/2024	286	238	
26/3/2024	264	216	
25/3/2024	230.75	182.75	
24/3/2024	168	120	
23/3/2024	457	455	
22/3/2024	476	476	
21/3/2024	456	456	
20/3/2024	456	445.75	
19/3/2024	432	408	
18/3/2024	432	408	
17/3/2024	362.5	321	
16/3/2024	93	78.75	
14/3/2024	57	38	
12/3/2024	138.75	92.5	
11/3/2024	42.75	21.5	
10/3/2024	350.75	396.5	
09/3/2024	526.25	558.75	
08/3/2024	504.5	528.5	
07/3/2024	498.75	517	
06/3/2024	504	504	
05/3/2024	499	499	
04/3/2024	456	456	
03/3/2024	173.75	171.75	
02/3/2024	429.75	405.75	
01/3/2024	408	384	
29/2/2024	408	384	
28/2/2024	324.5	277.5	
27/2/2024	222.25	174.25	
26/2/2024	171.25	123.25	
25/2/2024	8.75	6.25	
23/2/2024	8.25	10.75	
22/2/2024	792	1032	
21/2/2024	792	1032	
20/2/2024	760.25	974.25	
19/2/2024	256	328	
18/2/2024	566.5	709.5	
17/2/2024	744	936	
16/2/2024	723	911	
15/2/2024	720	912	
14/2/2024	691	869	
13/2/2024	761.75	1019.5	
12/2/2024	682	880	
11/2/2024	696.75	850	
10/2/2024	576	624	
09/2/2024	523.25	536.25	
08/2/2024	294.25	306.75	
05/2/2024	449.25	428.5	
04/2/2024	783	1137.5	
03/2/2024	858.25	1255.75	
02/2/2024	473	672.75	
01/2/2024	811.25	1126.25	
31/1/2024	807.5	1069.75	
30/1/2024	762.75	1003	
29/1/2024	474.25	590	
28/1/2024	506.5	536.75	
27/1/2024	456	456	
26/1/2024	432.25	403.25	
25/1/2024	360	312	
24/1/2024	360	312	
23/1/2024	360	312	
22/1/2024	350	302	
21/1/2024	210	162	
20/1/2024	106.25	70.75	
19/1/2024	80	70	
18/1/2024	302.5	254.5	
17/1/2024	285.5	237.5	
16/1/2024	226	178	
15/1/2024	168	120	
14/1/2024	162.75	116.25	
01/1/2024	66.25	74.5	
31/12/2023	943.25	1424.75	
30/12/2023	966.75	1457.25	
29/12/2023	963.75	1454	
28/12/2023	925.25	1336	
27/12/2023	555.25	773	
26/12/2023	514	705.5	
25/12/2023	628.75	758.5	
24/12/2023	504	528	
23/12/2023	529.5	568.5	
22/12/2023	642	756	
21/12/2023	648	768	
20/12/2023	648	768	
19/12/2023	648	768	
18/12/2023	648	768	
17/12/2023	648	761.25	
16/12/2023	568.5	622.25	
15/12/2023	502.25	501.75	
14/12/2023	572	623	
13/12/2023	587.75	653.5	
12/12/2023	545.75	570	
11/12/2023	528	552	
10/12/2023	501.5	520.5	
08/12/2023	32.5	31.5	
01/12/2023	99	93.5	
30/11/2023	135	127.5	
29/11/2023	432	408	
28/11/2023	321.75	276.5	
27/11/2023	212.5	177.25	
21/11/2023	1380	2783	
20/11/2023	1437	2894.25	
19/11/2023	1416	2832	
18/11/2023	1416	2828.5	
17/11/2023	1416	2808	
16/11/2023	1416	2803.5	
15/11/2023	1200.5	2343.75	
14/11/2023	528.75	1022	
13/11/2023	1416	2784	
12/11/2023	1397.25	2746.5	
11/11/2023	1366.75	2654.75	
10/11/2023	1344	2544	
09/11/2023	1344	2544	
08/11/2023	1344	2542	
07/11/2023	1314.5	2447.5	
06/11/2023	1296	2376	
05/11/2023	1260.75	2303.5	
04/11/2023	1248	2280	
03/11/2023	1248	2280	
02/11/2023	1248	2280	
01/11/2023	641	1153.25	
31/10/2023	1248	2280	
30/10/2023	1285.5	2399	
29/10/2023	1235.25	2219.75	
28/10/2023	1199.75	2087.75	
27/10/2023	1737.5	3023.25	
25/10/2023	1046.5	1823.5	
24/10/2023	1176	2064	
23/10/2023	1176	2064	
22/10/2023	1176	2035.75	
21/10/2023	1148.5	1977	
20/10/2023	1128	1896	
19/10/2023	1128	1890.5	
18/10/2023	1128	1872	
17/10/2023	1128	1872	
16/10/2023	1104.75	1848.75	
15/10/2023	1104	1843	
14/10/2023	1100.25	1816.5	
13/10/2023	1080	1776	
12/10/2023	1077.25	1755.75	
11/10/2023	1056	1704	
10/10/2023	1034	1668.5	
09/10/2023	1045	1686.25	
08/10/2023	1019	1623.5	
07/10/2023	745.5	1136	
06/10/2023	745.5	1136	
05/10/2023	760.75	1167	
04/10/2023	626	950	
03/10/2023	878.5	1329.25	
02/10/2023	736.25	950	
01/10/2023	691	844.25	
30/9/2023	662.5	781.25	
29/9/2023	620.5	718.5	
28/9/2023	604.5	697	
27/9/2023	502.75	562.75	
26/9/2023	301.75	284	
25/9/2023	238.25	204.5	
24/9/2023	227.5	192.5	
23/9/2023	13	11	
21/9/2023	127	105.5	
20/9/2023	214.5	175.5	
19/9/2023	31.5	25.25	
10/9/2023	33	22	
09/9/2023	144	96	
08/9/2023	56	30.5	
07/9/2023	42	78.25	
06/9/2023	254.5	554.5	
05/9/2023	1611.5	3523.5	
03/9/2023	1501.25	3278	
02/9/2023	1537	3243.25	
01/9/2023	1536	3220.25	
31/8/2023	1533.5	3203.75	
30/8/2023	1473.75	3002	
29/8/2023	1446.25	2918.75	
28/8/2023	1213.25	2498.25	
27/8/2023	3906	9056	
20/8/2023	612	1402.5	
19/8/2023	648	1485.5	
18/8/2023	2167	4972.75	
14/8/2023	594	1353	
13/8/2023	606.5	1395.5	
12/8/2023	2761.25	6243.75	
07/8/2023	1134.5	2574	
05/8/2023	6112	14447.75	
26/7/2023	7205.75	16688	
14/7/2023	621.25	1413	
13/7/2023	1126	2541	
11/7/2023	621	1386	
10/7/2023	2872	6340.25	
05/7/2023	561	1228.75	
04/7/2023	1089.25	2343.5	
02/7/2023	1121.5	2376	
30/6/2023	601.75	1262	
29/6/2023	1023.75	2145	
27/6/2023	1149.75	2390.75	
25/6/2023	504	1040	
24/6/2023	567	1170	
23/6/2023	551.25	1137.5	
22/6/2023	598.5	1228.5	
21/6/2023	466.25	961.25	
20/6/2023	852.5	1747.5	
18/6/2023	434.75	876.25	
17/6/2023	855.5	1677.5	
15/6/2023	1234	2394.25	
12/6/2023	1325.25	2566.5	
09/6/2023	1964.75	3872.75	
08/6/2023			-20000
04/6/2023	338.5	601.75	
03/6/2023	344.75	595.5	
02/6/2023	2118.25	3463.5	
21/5/2023	103.75	160	
20/5/2023	628	961.5	
17/5/2023	638.5	949	
15/5/2023	1948.25	2771	
08/5/2023	1475	1980.75	
02/5/2023	563.25	692.75	
29/4/2023	675.75	694.5	
25/4/2023	406.75	382.25	
17/4/2023	11	5.5	
16/4/2023	334	238.75	
09/4/2023	509.5	1091.75	
