# t (s)	mx ()	my ()	mz ()	B_excit (T)	mx01 (T)	my01 (T)	mz01 (T)	mx02 (T)	mx03 (T)	mx04 (T)	mx05 (T)	mx06 (T)	mx07 (T)	mx08 (T)	mx09 (T)	mx10 (T)	mx11 (T)	mx12 (T)	mx13 (T)	mx14 (T)	mx15 (T)	mx16 (T)	mx17 (T)	mx18 (T)	mx19 (T)	mx20 (T)	mx21 (T)	mx22 (T)	mx23 (T)	mx24 (T)	mx25 (T)	mx26 (T)	mx27 (T)	mx28 (T)	mx29 (T)	mx30 (T)	mx31 (T)	mx32 (T)	mx33 (T)	mx34 (T)	mx35 (T)	mx36 (T)	mx37 (T)	mx38 (T)	mx39 (T)	mx40 (T)	mx41 (T)	mx42 (T)	mx43 (T)	mx44 (T)	mx45 (T)	mx46 (T)	mx47 (T)	mx48 (T)	mx49 (T)	mx50 (T)	mx51 (T)	mx52 (T)	mx53 (T)	mx54 (T)	mx55 (T)	mx56 (T)	mx57 (T)	mx58 (T)	mx59 (T)	mx60 (T)	mx61 (T)
5.401419002248886e-09	0.09875352	0.9577214	-1.9985664e-06	-0.00091261964	0.10607864	0.95730704	0.002306087	0.09502935	0.0953871	0.1054343	0.10992592	0.103715785	0.09741497	0.10052512	0.10793994	0.10873605	0.10240084	0.09877301	0.10331811	0.109268546	0.10746226	0.100448415	0.09994365	0.10726364	0.109235995	0.1036567	0.10024337	0.10380494	0.10808982	0.10674801	0.10249259	0.10193067	0.105485775	0.10752074	0.10517147	0.10218922	0.103049226	0.10633914	0.106874116	0.10368586	0.101963595	0.10452132	0.106785454	0.105048425	0.10244993	0.10296158	0.1052623	0.10554267	0.103507206	0.10223425	0.1033295	0.10465475	0.1039372	0.10206844	0.10150047	0.10253584	0.10290528	0.101322405	0.09938819	0.099082455	0.09930774	0.097683094	0.094491586	0.091504894	0.08865845	0.08392631	0.07569586
5.411987746263017e-09	0.09872452	0.9577355	-1.8452953e-05	-0.00034551008	0.11088224	0.9570838	0.00072567293	0.10158673	0.09414755	0.09953419	0.10860058	0.10834657	0.10066479	0.09780471	0.103788465	0.10937081	0.10660303	0.10011823	0.09982799	0.10634846	0.10980052	0.10444925	0.09881467	0.10298993	0.10923306	0.10724112	0.10153099	0.101140335	0.10594	0.10822842	0.105013505	0.10163392	0.10305065	0.10671166	0.10710318	0.10385181	0.10191157	0.10417102	0.107108414	0.105991974	0.10253112	0.10244707	0.10559344	0.10656131	0.10404253	0.10217814	0.10355629	0.105590805	0.10505296	0.1028182	0.102169126	0.10360535	0.104561284	0.10336657	0.10146944	0.10124048	0.10238918	0.10240584	0.10031677	0.09837531	0.09811949	0.097929046	0.09568138	0.09177648	0.0876527	0.083208635	0.076252945
5.4204477953224e-09	0.09867157	0.9577407	-2.3977545e-05	0.0002812442	0.11058365	0.9570374	-0.0009147109	0.10715385	0.09675292	0.09601494	0.104973435	0.10991082	0.10461705	0.098152496	0.100342974	0.107473396	0.1089622	0.1030417	0.09889313	0.10300499	0.10931893	0.10776646	0.10039959	0.10010752	0.107132316	0.10903095	0.10397429	0.10047696	0.103568874	0.10786621	0.10696004	0.10274591	0.10174729	0.105124705	0.10762263	0.10559518	0.10218124	0.10256137	0.10617496	0.107270174	0.10389119	0.10162539	0.104076065	0.106837876	0.1054787	0.102437556	0.10239219	0.10492765	0.105820075	0.10372607	0.10183826	0.10263712	0.10445908	0.10423833	0.101943396	0.10059098	0.101671115	0.10275598	0.10116054	0.098329164	0.09728092	0.097706676	0.09636773	0.09223004	0.087204695	0.08260602	0.07639615
5.431023836160963e-09	0.098601595	0.9577406	-1.7747741e-05	0.00088313577	0.105216645	0.95716226	-0.0023951647	0.11097657	0.10285359	0.095351815	0.09953121	0.108195096	0.10873938	0.1015232	0.09806553	0.10329391	0.10915675	0.10715188	0.10064547	0.099692285	0.10608152	0.10995277	0.104487844	0.09900914	0.103216305	0.10878367	0.10724343	0.101906545	0.10129656	0.10570724	0.10806632	0.10511594	0.10175309	0.10297557	0.10665911	0.107183024	0.10382272	0.10172907	0.10420091	0.107347354	0.10586149	0.10216899	0.102439284	0.10583893	0.106565915	0.1037087	0.10192758	0.1036399	0.10570871	0.1048358	0.10238217	0.10188164	0.10364415	0.10456717	0.10285854	0.10067821	0.100845866	0.1023274	0.10180743	0.09894801	0.09690925	0.097044446	0.0964578	0.09280551	0.08737513	0.082200676	0.07610513
5.441608108274953e-09	0.09856662	0.95773774	-7.676097e-07	0.0009524116	0.09745879	0.9573664	-0.0024332446	0.10927284	0.10860651	0.09908975	0.096154414	0.10347933	0.109672256	0.106172204	0.09924586	0.09949834	0.10626973	0.10945646	0.10457233	0.09917052	0.10181347	0.108803034	0.10856541	0.10123125	0.10010172	0.10599591	0.108916864	0.10497563	0.10104338	0.102913655	0.10711969	0.10721688	0.1035217	0.101852596	0.104494	0.10724354	0.10595391	0.10263794	0.10246242	0.105740555	0.10702216	0.10410436	0.101999946	0.10394721	0.10628454	0.10529161	0.10279005	0.102578185	0.10450959	0.105295695	0.10365562	0.102040835	0.10254393	0.10389328	0.10360903	0.101689115	0.10055849	0.10120797	0.10165154	0.09995112	0.0974766	0.09634014	0.09566663	0.0930714	0.08823689	0.08240034	0.07546578
5.45007515677231e-09	0.098579325	0.9577324	1.3727476e-05	0.0005831914	0.0927008	0.95750844	-0.0013760936	0.1045087	0.11055311	0.10379463	0.09639462	0.099441245	0.107658505	0.10890218	0.102263995	0.098325096	0.10287223	0.10900021	0.10769638	0.10104508	0.099411234	0.10588487	0.11012525	0.1045539	0.09950505	0.10304034	0.108376086	0.10737396	0.10244801	0.101369746	0.105230324	0.10782389	0.10551225	0.10218501	0.10276947	0.10613165	0.107136674	0.104282685	0.10197097	0.103872694	0.10686689	0.10588228	0.102721274	0.102558434	0.10516218	0.10612989	0.104106	0.10234133	0.10324238	0.10498791	0.104687095	0.10278237	0.10190988	0.10289047	0.10377466	0.10276355	0.10084842	0.100267015	0.10099338	0.10062425	0.09839065	0.096041575	0.094706126	0.09294553	0.08908068	0.082928345	0.07495884
5.4606629698947535e-09	0.09863805	0.95772034	2.3750343e-05	-0.00017474862	0.09158252	0.9576098	0.00063408073	0.097323455	0.10842664	0.10883062	0.10022219	0.096627295	0.10296665	0.10933881	0.10670849	0.099932596	0.09942463	0.10584422	0.10959422	0.105062835	0.09920156	0.10159546	0.10895894	0.10853083	0.10151146	0.10032022	0.10569839	0.108780295	0.105322085	0.10128561	0.102655	0.106856845	0.10745759	0.10392793	0.101718016	0.10399824	0.107213	0.10644286	0.10279274	0.101997234	0.10541744	0.10726283	0.10450541	0.10186326	0.10335173	0.106107555	0.10569755	0.10296547	0.10207673	0.1039537	0.10533726	0.10400685	0.10182835	0.10169412	0.10333395	0.10375428	0.10167987	0.099631235	0.099920645	0.100880034	0.09952553	0.09619184	0.09370573	0.0924452	0.08979341	0.08371344	0.07465286
5.471255099409463e-09	0.09871005	0.9577117	1.9472083e-05	-0.00082729664	0.09629601	0.95757806	0.0022601958	0.09283817	0.10257391	0.11013104	0.10570826	0.09779935	0.098557755	0.10631793	0.10938301	0.10395477	0.09877376	0.101668514	0.10826025	0.10863192	0.102122776	0.09902281	0.10508803	0.110089704	0.10536367	0.10018141	0.10236833	0.107685044	0.10779161	0.103241436	0.10129744	0.10457449	0.1077274	0.10612349	0.102447234	0.10226144	0.10573662	0.107503645	0.10470145	0.10167067	0.103427805	0.10696077	0.106240496	0.10268372	0.10211527	0.10494156	0.10634061	0.10423408	0.102012716	0.102800354	0.10493296	0.10486579	0.10255951	0.10122953	0.10244299	0.103806905	0.10255465	0.09993176	0.099180944	0.100362256	0.10001489	0.096822165	0.0934851	0.09185328	0.08974006	0.08419085	0.07487558
5.481854195410117e-09	0.09875207	0.9577178	3.5351386e-06	-0.0009795397	0.103994705	0.95738	0.002518839	0.09376869	0.09653056	0.10690412	0.109535135	0.10225176	0.09709733	0.10166221	0.1086684	0.10796327	0.10131726	0.098995514	0.10449347	0.109590575	0.10641243	0.09972712	0.10085157	0.10828512	0.10873536	0.10271612	0.10040312	0.10474985	0.10836429	0.10606029	0.10198558	0.10235932	0.10615569	0.10744276	0.104519784	0.10197528	0.10359978	0.10681979	0.10654371	0.10309422	0.10210063	0.10515539	0.106878065	0.10452689	0.10219783	0.10333578	0.105647184	0.10537893	0.1030883	0.10222645	0.10371685	0.10483854	0.10366189	0.101777904	0.10163987	0.10288798	0.10294453	0.10098498	0.09922484	0.09938147	0.09956368	0.09754887	0.09418297	0.09152485	0.088953875	0.084069006	0.075497426
5.490333958877649e-09	0.098746106	0.9577294	-1.124598e-05	-0.00066597667	0.10915886	0.9571759	0.0016027313	0.09815078	0.094076976	0.102304496	0.10976485	0.10639168	0.098729685	0.09866811	0.10587865	0.10948784	0.104663834	0.09908731	0.10124221	0.10801631	0.109070376	0.102431305	0.09895863	0.105094	0.109668925	0.10567414	0.100666724	0.102259964	0.107175834	0.10778319	0.10377223	0.10156278	0.10418479	0.10729631	0.106312774	0.10294533	0.10229078	0.10526007	0.107199915	0.10493966	0.10208444	0.10334682	0.10630761	0.10599055	0.10320764	0.1023956	0.10438915	0.105722114	0.10434664	0.102437176	0.10264837	0.10416843	0.10435916	0.102740265	0.101396404	0.10181589	0.10273101	0.10194714	0.09982504	0.09865981	0.098693885	0.09789657	0.09513401	0.091594554	0.088107824	0.083577156	0.07603293
5.500934485125117e-09	0.098693185	0.9577397	-2.289537e-05	7.040024e-05	0.11108374	0.9570373	-0.00036133436	0.105386004	0.095551424	0.09696287	0.10636349	0.10964976	0.103233375	0.0977512	0.10139999	0.10831946	0.10835261	0.10192953	0.09895156	0.10412429	0.10973015	0.106762126	0.09966712	0.1009522	0.10803562	0.10864802	0.103122495	0.10055695	0.10439137	0.10817707	0.106414355	0.10229375	0.10208432	0.10570556	0.10758209	0.1050388	0.10198741	0.10303788	0.10658076	0.10695248	0.10338043	0.10178382	0.10460782	0.10686975	0.105005875	0.10225159	0.10273788	0.10521313	0.10561607	0.10340245	0.10187446	0.10294575	0.104555085	0.10398404	0.101744324	0.10073994	0.10193863	0.10268813	0.1008985	0.09829461	0.09752549	0.097817264	0.096206106	0.09205477	0.087315336	0.08278495	0.07640611
5.511537381569853e-09	0.098621085	0.95774096	-2.0632027e-05	0.0007642632	0.10705095	0.9571139	-0.002104523	0.11045407	0.101094045	0.09506129	0.1008969	0.109012485	0.1078653	0.100400105	0.098372355	0.10449387	0.10943415	0.106113754	0.09985938	0.10034493	0.10714706	0.109680586	0.10328758	0.098970726	0.10429907	0.10916729	0.106487	0.10132942	0.101772785	0.10645508	0.108012214	0.10447291	0.1015556	0.10349369	0.10709175	0.10690386	0.10328895	0.101771526	0.10475811	0.10751556	0.10536615	0.10185192	0.10279776	0.10622724	0.106373094	0.10329966	0.101926684	0.103977636	0.105845705	0.10458072	0.10214014	0.10199394	0.103912175	0.104572184	0.10259916	0.100553155	0.101021916	0.10251731	0.10171437	0.09871313	0.09692449	0.097230844	0.0965459	0.092661306	0.08725091	0.08224909	0.07624609
5.52002206051834e-09	0.098579325	0.9577392	-9.4140405e-06	0.0009981298	0.101086125	0.9572698	-0.0026076548	0.1107857	0.106237955	0.096889704	0.0972722	0.10587686	0.10973583	0.10406574	0.09829329	0.101055525	0.10791033	0.10871215	0.102583714	0.09898276	0.10374775	0.10974501	0.10683359	0.09981607	0.10130356	0.10753879	0.1084458	0.10346349	0.10089437	0.10422359	0.107845664	0.10638112	0.10252215	0.10218748	0.10559627	0.10744568	0.1049787	0.10199822	0.10316574	0.1066527	0.106638364	0.103089914	0.102020994	0.10485034	0.106577255	0.104585044	0.1022384	0.10296558	0.105160736	0.10518952	0.10301287	0.10183118	0.103042446	0.10430942	0.10330345	0.10114004	0.100579314	0.10177449	0.10183333	0.09945618	0.09711412	0.09663136	0.09612934	0.0930027	0.08776683	0.08223442	0.07578696
5.530632824170071e-09	0.098573804	0.9577345	9.168996e-06	0.0007392339	0.094015256	0.95746565	-0.0018005047	0.106333	0.11027385	0.10220145	0.095994644	0.10067718	0.10858727	0.10824467	0.1011769	0.09847874	0.103989065	0.10936602	0.10675191	0.1002279	0.0999987	0.10694074	0.10981393	0.10337176	0.09945916	0.103980176	0.108723365	0.10666414	0.101877905	0.101786524	0.10593184	0.10775394	0.10485384	0.10196831	0.10329881	0.10658594	0.10682451	0.10368882	0.102022104	0.104481205	0.10702096	0.10532711	0.10238339	0.102930225	0.10558905	0.105928525	0.10362972	0.102318384	0.103653885	0.10514426	0.10437098	0.102481835	0.102064654	0.10323075	0.10376086	0.10241662	0.10067593	0.100559115	0.10123741	0.100422	0.09806744	0.096101545	0.095012955	0.09302933	0.088794805	0.0827408	0.075092755
5.541240739868729e-09	0.098621614	0.9577235	2.2103659e-05	3.2108605e-05	0.091345415	0.957593	9.8851626e-05	0.09914497	0.10945854	0.10778585	0.098947406	0.09703107	0.104329996	0.10963508	0.10564978	0.09920789	0.10010498	0.10685836	0.10939565	0.10394819	0.09889927	0.102605894	0.10954988	0.10761487	0.10069754	0.10078	0.10650228	0.10863345	0.10454701	0.10109642	0.10325392	0.10726251	0.10708348	0.10339401	0.10183101	0.10455315	0.1073449	0.10594278	0.10243414	0.10235553	0.10588659	0.1070455	0.103978194	0.10187993	0.103816114	0.106230214	0.10531713	0.10270308	0.1022938	0.104255356	0.10525168	0.10368742	0.10175471	0.101951815	0.10350458	0.10355745	0.101421766	0.09971601	0.10017552	0.10088315	0.09925588	0.09610408	0.093886025	0.09260597	0.08965971	0.0835237	0.07466315
5.551853032809582e-09	0.098693416	0.95771253	2.1531761e-05	-0.0006947224	0.09469582	0.95760155	0.0019382067	0.09357855	0.10428796	0.11026245	0.10434643	0.097151704	0.0995441	0.10739207	0.10900017	0.10280227	0.09861433	0.10271067	0.108912826	0.107888825	0.10111632	0.09936889	0.10620074	0.109972365	0.10426617	0.09987549	0.10312681	0.10817404	0.10727811	0.10256632	0.10143269	0.105204426	0.10785797	0.1055971	0.102080084	0.10257971	0.10622487	0.10739244	0.10415242	0.10156487	0.10392195	0.107201956	0.10584111	0.10233775	0.10233128	0.105307035	0.10627972	0.10388749	0.10190492	0.103060596	0.10512271	0.10471686	0.10230101	0.10124866	0.102688186	0.10387314	0.10236484	0.099755086	0.099292405	0.10055906	0.099960424	0.09663429	0.09343452	0.09198683	0.089838006	0.084107414	0.07476088
5.560343629596577e-09	0.09873845	0.9577129	1.1326416e-05	-0.0009868119	0.1004452	0.9574872	0.0025949352	0.09265773	0.09907983	0.1089013	0.10822688	0.09999698	0.097323366	0.103834674	0.10944514	0.10630429	0.09982475	0.09990948	0.10640524	0.1095567	0.10442788	0.09895066	0.10263055	0.10947172	0.107359394	0.101236664	0.10097994	0.10619189	0.10836253	0.10472985	0.10137395	0.10325426	0.10707004	0.10701316	0.10345017	0.10187137	0.104577824	0.107347295	0.10577956	0.10225518	0.1025546	0.1061011	0.10675364	0.103632666	0.10197834	0.10404523	0.10611051	0.10493376	0.10247838	0.10237714	0.10432518	0.10497807	0.103146985	0.101408325	0.10195934	0.103383794	0.10286912	0.10042686	0.099088445	0.099851675	0.09987039	0.09722788	0.09376428	0.09160607	0.08939382	0.08418408	0.075189434
5.5709616151694536e-09	0.09875036	0.9577255	-7.0964415e-06	-0.00080329407	0.10779209	0.95723706	0.001976949	0.09651212	0.09455739	0.1038894	0.110048905	0.10517238	0.09797553	0.099454336	0.106921874	0.10922923	0.10357099	0.098844	0.1022188	0.10871918	0.10837756	0.101413436	0.09933649	0.106181696	0.109549895	0.10467918	0.10036051	0.102958605	0.107645765	0.10728647	0.10308778	0.10168122	0.104824655	0.10744325	0.10575242	0.10252774	0.102630496	0.105812356	0.107090354	0.104331546	0.10197445	0.103896335	0.106590286	0.105584525	0.10280792	0.10262127	0.1048342	0.10569626	0.103935726	0.102301344	0.102970615	0.10443363	0.1041773	0.10240889	0.10141988	0.102159515	0.10286126	0.10164156	0.099592306	0.09885933	0.098997496	0.09780407	0.09482814	0.09152006	0.08838476	0.08374641	0.07588706
5.581575114927325e-09	0.09870759	0.9577379	-2.1281927e-05	-0.0001321786	0.111163735	0.9570517	0.00015784032	0.103583075	0.094725356	0.0981356	0.10757713	0.10916928	0.101950936	0.097615756	0.10250544	0.10894092	0.107610025	0.10100228	0.09925955	0.10520657	0.10989762	0.10570611	0.09916166	0.10187937	0.10870445	0.10805961	0.10231554	0.10073351	0.10510117	0.10824396	0.105761096	0.101924725	0.10248541	0.10618697	0.10739281	0.10447458	0.10190016	0.1035506	0.10688292	0.106544234	0.10293837	0.10204449	0.105114296	0.106794	0.10454027	0.10216789	0.10313165	0.10544087	0.105369784	0.1031094	0.10199405	0.10325917	0.10459799	0.10370775	0.101587735	0.10096575	0.1021701	0.102577195	0.10062976	0.09831107	0.09779705	0.097879566	0.09599161	0.09190558	0.087454215	0.082983054	0.076363645
5.590069970665898e-09	0.09865046	0.95774114	-2.3539553e-05	0.00048637006	0.10949831	0.9570551	-0.00142913	0.1086714	0.09826995	0.09538219	0.10343995	0.109818414	0.10593639	0.09880072	0.09941311	0.10644502	0.10936983	0.104219794	0.09903977	0.10187876	0.10867565	0.108706705	0.10141247	0.0994867	0.1061311	0.10930782	0.10497583	0.10063263	0.10277404	0.107425176	0.10749531	0.1033654	0.10152148	0.104455836	0.10752911	0.10617603	0.10252439	0.10214699	0.10567611	0.10749109	0.104453936	0.10160022	0.103574716	0.10670524	0.10587382	0.10271714	0.102164224	0.10458755	0.105901465	0.104076035	0.10190045	0.10234437	0.10430558	0.104426146	0.10217937	0.1005302	0.10140081	0.102727465	0.101423316	0.0984317	0.0970952	0.097538084	0.0965098	0.092402935	0.08715869	0.082448535	0.07638211
5.60068689560649e-09	0.09858693	0.95773983	-1.345985e-05	0.00096577837	0.103023835	0.95721716	-0.0025615937	0.11106112	0.10469209	0.0960095	0.09820975	0.10702374	0.10937317	0.10284536	0.09807869	0.1020891	0.10860171	0.10804587	0.10159179	0.09920257	0.10488171	0.10999557	0.105776794	0.0993435	0.10219276	0.10825103	0.10797171	0.10267507	0.10099484	0.10494723	0.10804773	0.105801985	0.1020698	0.102494135	0.10614225	0.10739313	0.10441681	0.1017985	0.10363817	0.10703923	0.106310524	0.102626756	0.10218563	0.10533102	0.10662302	0.104193844	0.1020663	0.10325635	0.1054574	0.1050663	0.10270271	0.101819195	0.10333937	0.104464956	0.10311337	0.10091184	0.100664824	0.102069624	0.10186305	0.099204876	0.09699143	0.09682713	0.09631193	0.09293991	0.08754431	0.08221432	0.07594236
5.6113092080889635e-09	0.09856786	0.95773625	4.8954344e-06	0.000858461	0.09546039	0.95741993	-0.0021378451	0.107821636	0.109636955	0.100662954	0.09585696	0.101913355	0.109207936	0.10737431	0.10022299	0.09885319	0.105065815	0.1095054	0.105754256	0.099633135	0.10078149	0.10790465	0.10935611	0.10235313	0.09969686	0.10497091	0.1089279	0.105910785	0.10144106	0.10229986	0.106548905	0.107553266	0.104202494	0.10185831	0.10385835	0.106944084	0.10644302	0.103162065	0.102177724	0.10507929	0.10708145	0.104779124	0.10215534	0.10337013	0.10596202	0.10568976	0.10322004	0.102391556	0.10406934	0.10526218	0.10404509	0.102256246	0.10226967	0.10355767	0.10372946	0.10207658	0.10058875	0.10086991	0.10146035	0.100214	0.0977814	0.09620906	0.09531707	0.0930804	0.088530205	0.08257713	0.075254045
5.621925633971094e-09	0.098605126	0.95772684	2.0322757e-05	0.00022973145	0.0914098	0.957569	-0.00041501125	0.100921534	0.11009196	0.106506675	0.097808875	0.09759449	0.10554062	0.109631054	0.10453916	0.09870373	0.10091268	0.107711725	0.108995974	0.10290774	0.098867714	0.10370544	0.10997457	0.10668449	0.10016168	0.10146392	0.10726721	0.10837772	0.1038458	0.10109467	0.103912435	0.10755813	0.10662667	0.102937214	0.1020668	0.105103336	0.1073719	0.10540851	0.102183096	0.102803834	0.10629827	0.106746055	0.10350214	0.10201593	0.10429323	0.106292196	0.10492343	0.10252045	0.10258104	0.104542695	0.10511323	0.10338725	0.10174852	0.102256656	0.10365018	0.10331859	0.1012175	0.09985887	0.10045944	0.100846395	0.09898528	0.096058846	0.094132	0.09273922	0.08951591	0.08331733	0.07473593
5.630421872608073e-09	0.09866127	0.9577167	2.4025749e-05	-0.0003975081	0.0924722	0.95761615	0.001207634	0.095568016	0.10693155	0.109621465	0.10175009	0.0965323	0.10153907	0.108804464	0.10779778	0.100936875	0.09886849	0.10461236	0.10955086	0.106269136	0.0997586	0.10053593	0.10801216	0.10931871	0.102536	0.09995582	0.10469301	0.10875183	0.106219634	0.10170541	0.102062576	0.1062668	0.10777176	0.104622945	0.10174839	0.103368536	0.10691313	0.106922366	0.10327325	0.10170082	0.10484492	0.10735858	0.10503925	0.101949155	0.10290665	0.105856724	0.10598312	0.10330715	0.10193678	0.1035879	0.105318315	0.10433274	0.1019581	0.101466194	0.10310241	0.10385243	0.10197862	0.099613704	0.09963213	0.100808926	0.09975212	0.09634913	0.09353729	0.0922537	0.0898891	0.08388318	0.0746625
5.641041204625437e-09	0.09872857	0.9577119	1.5526986e-05	-0.00093543174	0.09850301	0.9575349	0.002502533	0.09251251	0.1005987	0.10957267	0.10713195	0.098877765	0.097762294	0.10500621	0.109539635	0.1052407	0.0992211	0.100641534	0.10733961	0.10924548	0.10332923	0.09883952	0.1037404	0.10988367	0.1064852	0.100658156	0.10156708	0.1069804	0.10822911	0.10404792	0.101261154	0.103862666	0.10747842	0.10667966	0.10294935	0.10198467	0.10513136	0.10749166	0.1052962	0.10192574	0.10292325	0.10652967	0.106552176	0.10317915	0.10199381	0.10444249	0.106251754	0.10463994	0.10222534	0.10253216	0.104629815	0.104959734	0.102869816	0.10129482	0.10216277	0.10360365	0.102763444	0.10016935	0.09909397	0.10010638	0.099973544	0.09704054	0.09361442	0.091694884	0.08959327	0.08419865	0.07504184
5.651666119642748e-09	0.098755024	0.9577219	-2.3337143e-06	-0.0009048446	0.10620552	0.95730156	0.002276965	0.09510262	0.09527217	0.10530736	0.10997578	0.10386277	0.09743373	0.10036586	0.10778491	0.108749524	0.10251053	0.09880437	0.10324197	0.10922222	0.10753542	0.10053981	0.09991276	0.10718568	0.10926281	0.10375339	0.10030063	0.1037913	0.10807063	0.10677265	0.10254276	0.10196344	0.10549027	0.10752224	0.10519909	0.10222839	0.10305184	0.10631411	0.10689136	0.10375259	0.10196985	0.10444968	0.106772624	0.10513022	0.102476664	0.10288846	0.10523035	0.10559544	0.103529535	0.10222071	0.103307985	0.10463666	0.10396616	0.10209869	0.10147943	0.1025055	0.10292611	0.10133993	0.09939449	0.09909122	0.0992751	0.09769701	0.094531216	0.09150325	0.08864176	0.0839137	0.07571487
5.6601655045762234e-09	0.09873487	0.9577336	-1.6167016e-05	-0.00047078123	0.11038154	0.9571134	0.0010617313	0.10028732	0.0939972	0.10055604	0.10917635	0.10772297	0.099870674	0.097973384	0.104518734	0.10949528	0.105945066	0.09968948	0.100279406	0.10698409	0.10960846	0.10370935	0.098783545	0.103730984	0.10944792	0.106708385	0.10119731	0.10152053	0.106397256	0.10809358	0.10457901	0.10161482	0.103472285	0.10694061	0.10683589	0.103530966	0.102039054	0.10456814	0.1071815	0.10563775	0.102325745	0.102729365	0.10589599	0.10640695	0.10369623	0.10219452	0.10388128	0.105677344	0.104780756	0.1026549	0.10233259	0.10380895	0.104518265	0.10312929	0.1014105	0.1014538	0.10252663	0.102240905	0.10013266	0.09847097	0.098325685	0.097920485	0.09550442	0.09170096	0.087794796	0.08335627	0.07619075
5.67079228854394e-09	0.09867072	0.95774096	-2.410606e-05	0.00030607227	0.110448666	0.9570394	-0.00097336434	0.10734586	0.09695976	0.09598972	0.1048486	0.10991955	0.104733884	0.09816568	0.100199476	0.10737383	0.10904319	0.10317225	0.098866075	0.10284376	0.109257124	0.10790294	0.100508854	0.10000084	0.107012965	0.10910629	0.10412741	0.100481205	0.10344083	0.107824676	0.10708332	0.10286274	0.10170444	0.10501585	0.1076308	0.10570953	0.10223452	0.10249869	0.10612617	0.107315935	0.10394202	0.10161124	0.10404359	0.106828414	0.105482854	0.10245907	0.10239048	0.10487377	0.10580439	0.1037726	0.10184044	0.10259224	0.104446486	0.10424338	0.10196531	0.10059386	0.101621635	0.10274495	0.10120481	0.09833162	0.09725804	0.09767829	0.09639908	0.09225661	0.08717501	0.08260007	0.07640498
5.6814238287826535e-09	0.09860046	0.95774055	-1.7450426e-05	0.00089688	0.1049229	0.9571695	-0.0024164524	0.11104558	0.103167854	0.09548619	0.09937816	0.108043626	0.1088131	0.10168523	0.098066606	0.10315812	0.109102316	0.107249655	0.100719154	0.09959359	0.105930224	0.10997666	0.10464042	0.099011585	0.103076644	0.108748585	0.10734839	0.10196426	0.10121975	0.10563547	0.10812501	0.10521663	0.10174631	0.102886125	0.10662626	0.107249364	0.10389488	0.10172022	0.10413699	0.10731418	0.105910815	0.10223793	0.10241965	0.10574509	0.10654616	0.10379384	0.10195054	0.103548326	0.10566737	0.10487742	0.102412	0.10186398	0.10359371	0.104541525	0.102896236	0.10070951	0.100789934	0.102293834	0.10183074	0.09895722	0.096920796	0.09700941	0.09644193	0.09282915	0.087379925	0.08220527	0.07608812
5.692065678849515e-09	0.09856664	0.95773757	-1.9665752e-07	0.00094133086	0.09716005	0.9573742	-0.002387556	0.10912796	0.10884666	0.09936074	0.096096754	0.10323282	0.109626	0.10639865	0.09942617	0.09941314	0.106079966	0.10943794	0.104715966	0.09921537	0.10164812	0.10866183	0.10866593	0.10137263	0.1000327	0.105844	0.108893685	0.10506897	0.101087116	0.1028532	0.10706102	0.10723977	0.10357437	0.10184713	0.10442767	0.107208766	0.1060108	0.10270923	0.1024224	0.10563089	0.107035406	0.104229674	0.10201288	0.10381612	0.10623958	0.105384976	0.1028323	0.10250913	0.10445051	0.10529591	0.10370281	0.10206612	0.10248035	0.103840366	0.103635095	0.10173381	0.10053693	0.10116178	0.10162588	0.09996953	0.097519554	0.09632043	0.09560392	0.093071535	0.088283144	0.08241583	0.075429805
5.700581155962242e-09	0.098580785	0.95773196	1.419862e-05	0.0005517828	0.09255237	0.9575149	-0.0012817925	0.104221575	0.1106043	0.1040846	0.09648013	0.09922711	0.10750763	0.10907652	0.10254085	0.09834348	0.10264192	0.1088629	0.10782649	0.10120797	0.09931369	0.10564269	0.11011494	0.10476071	0.09954146	0.10284639	0.108231865	0.107452795	0.10258949	0.101354286	0.10508819	0.10775924	0.105595425	0.10226243	0.10270334	0.1060164	0.1071515	0.10439783	0.101975515	0.1037431	0.1068341	0.105998866	0.10276447	0.102458194	0.10510467	0.106177814	0.104151845	0.10232855	0.10318557	0.1049451	0.104727104	0.10283436	0.101866186	0.10283042	0.103772044	0.10279926	0.10087079	0.10022644	0.100929864	0.10064142	0.09844235	0.09604447	0.094629504	0.0929205	0.08914138	0.08294925	0.074924044
5.711230984316655e-09	0.098640665	0.95771956	2.3653527e-05	-0.00021674379	0.091758214	0.957612	0.00074420735	0.09701858	0.1081817	0.10898163	0.10047604	0.09659864	0.102758646	0.10933728	0.10696956	0.10010431	0.099278346	0.10560507	0.109607704	0.10529011	0.09926149	0.10134896	0.108780734	0.10869496	0.10167529	0.10018206	0.10545621	0.10877695	0.10551401	0.10135022	0.10248452	0.10669983	0.10752118	0.10407154	0.10169685	0.10383981	0.107152395	0.10654431	0.102861	0.10192083	0.10533268	0.10729225	0.104570515	0.1018677	0.103300795	0.10605953	0.105724216	0.10303309	0.102053024	0.103875995	0.10533742	0.104061805	0.101839945	0.10165466	0.10328784	0.1037551	0.101744875	0.09962051	0.0998428	0.100876026	0.09955876	0.096221186	0.093656555	0.09239911	0.089829855	0.08373203	0.0746423
